....................
KOD,SIMPLE_NAM
7304191002,"ТРУБЫ ДЛЯ НЕФТЕ-ИЛИ ГАЗОПРОВОДОВ,НАРУЖН.ДИАМ.НЕ БОЛ.168,3ММ,ИЗ СТАЛИ С УДАРН.ВЯЗК. 2,5 КГСМ/СМ2 И БОЛ.ПРИ ТЕМПЕР.ИСПЫТ.- 40 ГРАД.С И НИЖЕ,ДЛЯ ИЗГОТ.СОЕДИНИТ.ДЕТАЛЕЙ ДЛЯ ГАЗОПРОВОДОВ 1)"
7304191009,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4ММ,      ПРОЧИЕ"
73041930,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ            НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММБ НО НЕ БОЛЕЕ 406,4 ММ"
7304193001,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ,НО НЕБОЛЕЕ 406,4ММ,ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S)"
7304193002,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖН.ДИАМ.БОЛЕЕ 168,3ММ,НО НЕ БОЛЕЕ 406,4ММ, ИЗ СТАЛИ С УДАРНОЙ ВЯЗК. 2,5 КГСМ/СМ2 И БОЛ.ПРИ ТЕМПЕР.ИСПЫТ. -40 ГРАД.С И НИЖЕ,ДЛЯ ИЗГОТ,СОЕДИНИТ.ДЕТАЛЕЙ ГАЗОПРОВ. 1)"
7304193009,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3ММ,НО НЕ БОЛЕЕ 406,4ММ, ПРОЧИЕ"
73041990,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ            НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ ПРОЧИЕ"
7304199001,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4ММ,ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ,СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S)"
7304199002,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ АЗОПРОВОДОВ,НАРУЖН.ДИАМ.БОЛ.406,4ММ,ИЗ СТАЛИ С УДАРНОЙ ВЯЗКОСТЬЮ 2,5 КГСМ/СМ2 И БОЛ.ПРИ ТЕМПЕР.ИСПЫТ. -40ГРАД.С И НИЖЕ,ДЛЯ ИЗГОТ.СОЕДИНИТ.ДЕТАЛЕЙ ГАЗОПРОВОДОВ 1)"
7304199009,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4ММ, ПРОЧИЕ"
730422,ТРУБЫ ОБСАДНЫЕ  НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕБ ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕННИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ   СТАЛИ
73042200,ТРУБЫ ОБСАДНЫЕ  НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕБ ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕННИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ   СТАЛИ
7304220001,"ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 724 МПА И БОЛЕЕ"
7304220002,"ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S), ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 655 МПА И БОЛЕЕ, С РЕЗЬБОВЫМИ ЗАМКОВЫМИ СОЕДИН."
7304220009,"ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ПРОЧИЕ"
730423,ТРУБЫ ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН ПРОЧИЕ
73042300,ТРУБЫ ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН ПРОЧИЕ
7304230001,"ТРУБЫ БУРИЛЬНЫЕ ПРОЧИЕ, ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 724 МПА И БОЛЕЕ"
7304230002,"ТРУБЫ БУРИЛЬНЫЕ ПРОЧИЕ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S), ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 655 МПА И БОЛЕЕ, С РЕЗЬБОВЫМИ ЗАМКОВЫМИ СОЕДИНЕНИЯМИ"
7304230009,"ТРУБЫ БУРИЛЬНЫЕ, ПРОЧИЕ"
730424,"ПРОЧИЕ ТРУБЫ ОБСАДНЫЕ, НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕ ОБЫЧНЫЕ, ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ"
73042400,"ПРОЧИЕ ТРУБЫ ОБСАДНЫЕ, НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕ ОБЫЧНЫЕ, ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ"
7304240001,"ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕССОРНЫЕ ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 758 МПА И БОЛЕЕ1), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 406,4 ММ"
7304240002,"ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕСС.,ПРЕДН.ДЛЯ РАБОТЫ В СРЕДЕ,СОД.СЕРОВОДОРОД (H2S),ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ С МИН.ПРЕДЕЛОМ ТЕКУЧЕСТИ 517 МПА И БОЛЕЕ, ВЫСОКОГЕРМ.РЕЗЬБ.СОЕД.,НАРУЖ.ДИАМ.<=406,4 ММ<1>"
7304240003,"ТРУБЫ ОБСАДНЫЕ С БЕЗМУФТОВЫМИ СОЕДИНЕНИЯМИ, ПРОЧИЕ, ИЗ КОРРОЗИОННОСТОЙКОЙ   СТАЛИ,  НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 406,4 ММ"
7304240004,"ТРУБЫ ОБСАДНЫЕ НАРУЖНЫМ ДИАМЕТРОМ 339,7 ММ, ПРОЧИЕ, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ"
7304240005,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ): ПРОЧИЕ, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 406,4 ММ: ПРОЧИЕ"
7304240006,"ТРУБЫ ОБСАДНЫЕ НАРУЖНЫМ ДИАМЕТРОМ 508 ММ И БОЛЕЕ, ПРОЧИЕ, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ"
7304240009,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ):ПРОЧИЕ, ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ: ПРОЧИЕ"
730429,"ПРОЧИЕ ТРУБЫ ОБСАДНЫЕ, НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕ ДЛЯ БУРЕНИЯ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ)"
73042910,"ПРОЧИЕ ТРУБЫ БУРИЛЬНЫЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304291001,"ТРУБЫ ДЛЯ БУРЕНИЯ НЕФТЕ-ИЛИ ГАЗОВЫХ СКВАЖИН, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ, ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕССОРНЫЕ ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 758 МПА И БОЛЕЕ"
7304291002,"ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕССОРНЫЕ, ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖ.СЕРОВОДОРОД, ИЗ СТАЛИ С МИН.ПРЕДЕЛОМ ТЕКУЧЕСТИ 517 МПА И БОЛЕЕ, С ВЫСОКОГЕРМ. РЕЗЬБ.СОЕДИНЕНИЯМИ, НАРУЖ.ДИАМ. НЕ БОЛЕЕ 168,3 ММ"
7304291003,"ТРУБЫ ОБСАДНЫЕ С БЕЗМУФТОВЫМИ СОЕДИНЕНИЯМИ НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304291009,"ПРОЧИЕ ТРУБЫ НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
73042930,"ТРУБЫ ОБСАДНЫЕ, НАСОСНО-КОМПРЕССОРНЫЕ , ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯНЫХ ИЛИ ГАЗОВЫХ СКВАЖИН, С НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ"
7304293001,"ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕССОРНЫЕ ИЗ СТАЛИ С МИНИМАЛЬНЫМ ПРЕДЕЛОМ ТЕКУЧЕСТИ 758 МПА И БОЛЕЕ1), НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ: ПРОЧИЕ"
7304293002,"ТРУБЫ ОБСАДНЫЕ И НАСОСНО-КОМПРЕСС., ДЛЯ РАБОТЫ В СРЕДЕ, СОД.СЕРОВОДОРОД (H2S),ИЗ СТАЛИ С МИН.ПРЕДЕЛОМ ТЕКУЧЕСТИ 517 МПА И БОЛЕЕ, С ВЫСОКОГЕРМ.РЕЗЬБОВЫМИ СОЕД.НАРУЖ.ДИАМ.>168,3ММ,НО<=406,4ММ:ПРОЧИЕ<1>"
7304293003,"ТРУБЫ ОБСАДНЫЕ С БЕЗМУФТОВЫМИ СОЕДИНЕНИЯМИ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ: ПРОЧИЕ"
7304293004,"ТРУБЫ ОБСАДНЫЕ НАРУЖНЫМ ДИАМЕТРОМ 339,7 ММ: ПРОЧИЕ"
7304293009,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ):НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ:ПРОЧИЕ:ПРОЧИЕ"
73042990,"ТРУБЫ ОБСАДНЫЕ, НАСОСНО-КОМПРЕССОРНЫЕ И БУРИЛЬНЫЕ, ИСПОЛЬЗУЕМЫЕ ПРИ БУРЕНИИ НЕФТЯННЫХ ИЛИ ГАЗОВЫХ СКВАЖИН НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ"
7304299001,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,ТРУБЫ ОБСАДНЫЕ НАРУЖНЫМ ДИАМЕТРОМ 508 ММ И БОЛЕЕ"
7304299009,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ НО МЕНЕЕ 508 ММ"
730431,"ПРОЧИЕ ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПУСТОТЕЛЫЕ, БЕСШОВНЫЕ, КРУГЛОГО СЕЧЕНИЯ  ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ  (ОБЖАТЫЕ В ХОЛОДНОМ СОСТОЯНИИ)"
73043120,"ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ, ПРЕЦИЗИОННЫЕ ТРУБЫ"
7304312001,"ПРОЧИЕ,КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИР.СТАЛИ ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТ.,ПРЕЦИЗИОННЫЕ ТРУБЫ ДЛЯ ПРОМЫШЛ.СБОРКИ МОТОРН.ТРАНСП.СР-В ТОВ.ПОЗ.8701-8705,ИХ УЗЛОВ И АГРЕГАТОВ <5>"
7304312002,"ПРОЧИЕ ПРЕЦИЗИОННЫЕ ТРУБЫ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ (ОБЖАТЫЕ В ХОЛОДОМ  СОСТОЯНИИ), ПРОЧИЕ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ,С ПРИСОЕДИНЕННЫМИ ФИТИНГАМИ... <5>"
7304312008,"ПРОЧИЕ ПРЕЦИЗИОННЫЕ ТРУБЫ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ (ОБЖАТЫЕ В ХОЛОДОМ  СОСТОЯНИИ), ПРОЧИЕ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
7304312009,"ПРОЧИЕ ПРЕЦИЗИОННЫЕ ТРУБЫ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ (ОБЖАТЫЕ В ХОЛОДОМ  СОСТОЯНИИ), ПРОЧИЕ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
73043180,"ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ, ПРОЧИЕ"
7304318000,"ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ, ПРОЧИЕ"
7304318001,"ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ, ПРОЧИЕ, С ПРИСОЕДИНЕННЫМИ ФИТИНГАМИ, ПРИГОДНЫЕ ДЛЯ ПОДАЧИ ГАЗОВ ИЛИ ЖИДКОСТЕЙ, ПРЕДН... <5>"
7304318009,"ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ, ПРОЧИЕ"
730439,"ПРОЧИЕ ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПУСТОТЕЛЫЕ, БЕСШОВНЫЕ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
73043910,"ПРОЧИЕ ТРУБЫ НЕОБРАБОТАННЫЕ, ПРЯМЫЕ, С РАВНОМЕРОЙ ТОЛЩИНОЙ СТЕНКИ ДЛЯ  ИСПОЛЬЗОВАНИЯ В ПРОИЗВОДСТВЕ ТРУБ ДРУГОГО СЕЧЕНИЯ И ДРУГОЙ ТОЛЩИНОЙ  СТЕНКИ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
7304391000,"ПРОЧИЕ ТРУБЫ НЕОБРАБОТАННЫЕ, ПРЯМЫЕ, С РАВНОМЕРОЙ ТОЛЩИНОЙ СТЕНКИ ДЛЯ  ИСПОЛЬЗОВАНИЯ В ПРОИЗВОДСТВЕ ТРУБ ДРУГОГО СЕЧЕНИЯ И ДРУГОЙ ТОЛЩИНОЙ  СТЕНКИ, КРУГЛОГО СЕЧЕНИЯ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
73043952,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ):,ОЦИНКОВАННЫЕ"
7304395200,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ):,ОЦИНКОВАННЫЕ"
7304395201,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ): ОЦИНКОВАННЫЕ,С ПРИСОЕДИНЕННЫМИ ФИТИНГАМИ, ПРИГОДНЫЕ ДЛЯ ПОДАЧИ ГАЗОВ ИЛИ ЖИДКОСТЕЙ, ПРЕДНАЗН.ДЛЯ ГР. ВОЗ.СУДОВ <5>"
7304395209,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ):,ОЦИНКОВАННЫЕ, ПРОЧИЕ"
73043958,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ"
7304395800,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ"
7304395801,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ,С ПРИСОЕДИНЕННЫМИ ФИТИНГАМИ, ПРИГОДНЫЕ ДЛЯ ПОДАЧИ ГАЗОВ ИЛИ ЖИДКОСТЕЙ, ПРЕДН ДЛЯ ГР. ВОЗД.СУДОВ <5>"
7304395809,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ"
73043992,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304399200,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304399201,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ,? С ПРИСОЕДИНЕННЫМИ ФИТИНГАМИ, ПРИГОДНЫЕ ДЛЯ ПОДАЧИ ГАЗОВ ... <5>"
7304399209,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ, ПРОЧИЕ"
73043993,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ"
7304399300,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ"
73043998,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ"
7304399800,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ"
7304399801,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 421 ММ И ТОЛЩИНОЙ СТЕНКИ БОЛЕЕ 10,5 ММ"
7304399809,"ТРУБЫ С НАРЕЗАННОЙ РЕЗЬБОЙ ИЛИ НА КОТОРЫЕ МОЖЕТ БЫТЬ НАРЕЗАНА РЕЗЬБА (ГАЗОВЫЕ ТРУБЫ), ПРОЧИЕ, НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ, ПРОЧИЕ"
730441,"ТРУБЫ ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ (ОБЖАТЫЕ В ХОЛОДНОМ СОСТОЯНИИ)"
73044100,"ТРУБЫ ПРОЧИЕ, КРУГЛОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ (ОБЖАТЫЕ В ХОЛОДНОМ СОСТОЯНИИ)"
7304410001,"ТРУБЫ ПРОЧИЕ КРУГЛОГО СЕЧЕНИЯ ИЗ НЕРЖАВЕЮЩЕЙ СТАЛИ,ХОЛОДНОТЯНУТЫЕ ИЛИ ХОЛОДНОКАТАНЫЕ(ОБЖАТ.В ХОЛ. СОСТОЯНИИ), ДЛЯ ГРАЖД.АВИАЦИИ ДЛЯ ПРОИЗВ.АВИАЦ.ДВИГАТЕЛЕЙ <5>"
7304410005,"ТРУБЫ ПРОЧ, КРУГЛОГО ПОПЕР.СЕЧЕНИЯ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ХОЛОДНОТЯН.ИЛИ ХОЛОДНОКАТ(ОБЖАТЫЕ В ХОЛО.СОСТ)С ПРИСОЕДИ.ФИТИНГАМИ,ПРИГ.ДЛЯ ПОДАЧИ ГАЗОВ ИЛИ ЖИДК,ПРЕДНАЗН.ДЛЯ ГРАЖД.ВОЗД.СУДОВ<5>"
