....................
KOD,SIMPLE_NAM
710110,ЖЕМЧУГ ПРИРОДНЫЙ
71011000,ЖЕМЧУГ ПРИРОДНЫЙ
7101100000,ЖЕМЧУГ ПРИРОДНЫЙ
710121,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ НЕОБРАБОТАННЫЙ
71012100,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ НЕОБРАБОТАННЫЙ
7101210000,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ НЕОБРАБОТАННЫЙ
710122,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ ОБРАБОТАННЫЙ
71012200,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ ОБРАБОТАННЫЙ
7101220000,ЖЕМЧУГ КУЛЬТИВИРОВАННЫЙ ОБРАБОТАННЫЙ
7102,"АЛМАЗЫ ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, НО НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ"
710210,"АЛМАЗЫ ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, НО НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ, НЕСОРТИРОВАННЫЕ"
71021000,"АЛМАЗЫ ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, НО НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ, НЕСОРТИРОВАННЫЕ"
7102100000,"АЛМАЗЫ ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, НО НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ, НЕСОРТИРОВАННЫЕ"
710221,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
71022100,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7102210000,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
710229,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ"
71022900,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ"
7102290000,"АЛМАЗЫ ПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ"
710231,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
71023100,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7102310000,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
710239,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЁННЫЕ"
71023900,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЁННЫЕ"
7102390000,"АЛМАЗЫ НЕПРОМЫШЛЕННЫЕ ПРОЧИЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЁННЫЕ"
7103,"ДРАГОЦЕННЫЕ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ КАМНИ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, СОРТИРОВАННЫЕ ИЛИ НЕСОРТИРОВАННЫЕ, НО НЕНАНИЗАННЫЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ; НЕСОРТИРОВАННЫЕ ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ КАМНИ, ВРЕМЕННО"
710310,"ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
71031000,"ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7103100000,"ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7103100001,"ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ: НЕФРИТ"
7103100009,"ДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ) И ПОЛУДРАГОЦЕННЫЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ, РАСКОЛОТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ: ПРОЧИЕ"
710391,"РУБИНЫ, САПФИРЫ И ИЗУМРУДЫ, ОБРАБОТАННЫЕ ДРУГИМИ СПОСОБАМИ, НО НЕ НАНИЗАННЫЕ, НЕОПРАВЛЕННЫЕ И НЕЗАКРЕПЛЕННЫЕ"
71039100,"РУБИНЫ, САПФИРЫ И ИЗУМРУДЫ, ОБРАБОТАННЫЕ ДРУГИМИ СПОСОБАМИ, НО НЕ НАНИЗАННЫЕ, НЕОПРАВЛЕННЫЕ И НЕЗАКРЕПЛЕННЫЕ"
7103910000,"РУБИНЫ, САПФИРЫ И ИЗУМРУДЫ, ОБРАБОТАННЫЕ ДРУГИМИ СПОСОБАМИ, НО НЕ НАНИЗАННЫЕ, НЕОПРАВЛЕННЫЕ И НЕЗАКРЕПЛЕННЫЕ"
710399,"ПРОЧИЕ ДРАГОЦЕННЫЕ И ПОЛУДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ, РУБИНОВ, САПФИРОВ ИЛИ ИЗУМРУДОВ), ОБРАБОТ. ДР. СПОСОБАМИ, НО НЕНАНИЗАН., НЕОПРАВЛЕН. И НЕЗАКРЕПЛЕН. ИЛИ ВРЕМЕННО НАНИЗ. ДЛЯ УДОБ. ТРАНСПОРТИР"
71039900,"ПРОЧИЕ ДРАГОЦЕННЫЕ И ПОЛУДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ, РУБИНОВ, САПФИРОВ ИЛИ ИЗУМРУДОВ), ОБРАБОТ. ДР. СПОСОБАМИ, НО НЕНАНИЗАН., НЕОПРАВЛЕН. И НЕЗАКРЕПЛЕН. ИЛИ ВРЕМЕННО НАНИЗ. ДЛЯ УДОБ. ТРАНСПОРТИР"
7103990000,"ПРОЧИЕ ДРАГОЦЕННЫЕ И ПОЛУДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ, РУБИНОВ, САПФИРОВ ИЛИ ИЗУМРУДОВ), ОБРАБОТ. ДР. СПОСОБАМИ, НО НЕНАНИЗАН., НЕОПРАВЛЕН. И НЕЗАКРЕПЛЕН. ИЛИ ВРЕМЕННО НАНИЗ. ДЛЯ УДОБ. ТРАНСПОРТИР"
7103990001,"ПРОЧИЕ ДРАГОЦЕННЫЕ И ПОЛУДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ, РУБИНОВ, САПФИРОВ ИЛИ ИЗУМРУДОВ), ОБРАБОТ. ДР. СПОСОБАМИ, НО НЕНАНИЗАН., НЕОПРАВЛЕН. И НЕЗАКРЕПЛЕН. ИЛИ ВРЕМЕННО НАНИЗ. ДЛЯ УДОБ. ТРАНСПОРТИР: НЕФРИТ"
7103990009,"ПРОЧИЕ ДРАГОЦЕННЫЕ И ПОЛУДРАГОЦЕННЫЕ КАМНИ (КРОМЕ АЛМАЗОВ, РУБИНОВ, САПФИРОВ ИЛИ ИЗУМРУДОВ), ОБРАБОТ. ДР. СПОСОБАМИ, НО НЕНАНИЗАН., НЕОПРАВЛЕН. И НЕЗАКРЕПЛЕН. ИЛИ ВРЕМЕННО НАНИЗ. ДЛЯ УДОБ. ТРАНСПОРТИР: ПРОЧИЕ"
7104,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, СОРТИРОВАННЫЕ ИЛИ НЕСОРТИРОВАННЫЕ, НО НЕНАНИЗАННЫЕ, НЕОПРАВЛЕННЫЕ ИЛИ НЕЗАКРЕПЛЕННЫЕ; НЕСОРТИРОВАННЫЕ ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ ДРАГОЦ"
710410,КВАРЦ ПЬЕЗОЭЛЕКТРИЧЕСКИЙ
71041000,КВАРЦ ПЬЕЗОЭЛЕКТРИЧЕСКИЙ
7104100000,КВАРЦ ПЬЕЗОЭЛЕКТРИЧЕСКИЙ
710420,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ ПРОЧИЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
71042000,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ ПРОЧИЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7104200000,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ ПРОЧИЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ"
7104200001,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ ПРОЧИЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ: НЕФРИТ"
7104200009,"ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ ПРОЧИЕ, НЕОБРАБОТАННЫЕ ИЛИ ПРОСТО РАСПИЛЕННЫЕ ИЛИ ПОДВЕРГНУТЫЕ ЧЕРНОВОЙ ОБРАБОТКЕ: ПРОЧИЕ"
710490,"ПРОЧИЕ ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, ВРЕМЕННО НАНИЗАННЫЕ ДЛЯУДОБСТВА ТРАНСПОРТИРОВКИ"
71049000,"ПРОЧИЕ ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, ВРЕМЕННО НАНИЗАННЫЕ ДЛЯУДОБСТВА ТРАНСПОРТИРОВКИ"
7104900000,"ПРОЧИЕ ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, ВРЕМЕННО НАНИЗАННЫЕ ДЛЯУДОБСТВА ТРАНСПОРТИРОВКИ"
7104900001,"ПРОЧИЕ ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, ВРЕМЕННО НАНИЗАННЫЕ ДЛЯУДОБСТВА ТРАНСПОРТИРОВКИ: НЕФРИТ"
7104900009,"ПРОЧИЕ ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ, ИСКУССТВЕННЫЕ ИЛИ РЕКОНСТРУИРОВАННЫЕ, ОБРАБОТАННЫЕ ИЛИ НЕОБРАБОТАННЫЕ, ВРЕМЕННО НАНИЗАННЫЕ ДЛЯУДОБСТВА ТРАНСПОРТИРОВКИ: ПРОЧИЕ"
7105,КРОШКА И ПОРОШОК ИЗ ПРИРОДНЫХ ИЛИ ИСКУССТВЕННЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ
710510,КРОШКА И ПОРОШОК ИЗ  АЛМАЗОВ
71051000,КРОШКА И ПОРОШОК ИЗ  АЛМАЗОВ
7105100000,КРОШКА И ПОРОШОК ИЗ  АЛМАЗОВ
710590,КРОШКА И ПОРОШОК ИЗ ПРИРОДНЫХ ИЛИ ИСКУССТВЕННЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (КРОМЕ АЛМАЗОВ) ПРОЧАЯ
71059000,КРОШКА И ПОРОШОК ИЗ ПРИРОДНЫХ ИЛИ ИСКУССТВЕННЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (КРОМЕ АЛМАЗОВ) ПРОЧАЯ
7105900000,КРОШКА И ПОРОШОК ИЗ ПРИРОДНЫХ ИЛИ ИСКУССТВЕННЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (КРОМЕ АЛМАЗОВ) ПРОЧАЯ
7106,"СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ), НЕОБРАБОТАННОЕ ИЛИ ПОЛУОБРАБОТАННОЕ, ИЛИ В ВИДЕ ПОРОШКА"
710610,ПОРОШОК ИЗ СЕРЕБРА
71061000,ПОРОШОК ИЗ СЕРЕБРА
7106100000,ПОРОШОК ИЗ СЕРЕБРА
710691,"СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ), В НЕОБРАБОТАННОМ ВИДЕ"
71069100,"СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ), В НЕОБРАБОТАННОМ ВИДЕ"
7106910001,СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ)  В НЕОБРАБОТАННОМ ВИДЕ В СЛИТКАХ С СОДЕРЖАНИЕМ НЕ МЕНЕЕ 999 ЧАСТЕЙ СЕ
7106910009,"СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ),  В НЕОБРАБОТАННОМ ВИДЕ: ПРОЧЕЕ"
710692,СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ) В ПОЛУОБРАБОТАННОМ ВИДЕ
71069200,СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ) В ПОЛУОБРАБОТАННОМ ВИДЕ
7106920000,СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ) В ПОЛУОБРАБОТАННОМ ВИДЕ
7107,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, ПЛАКИРОВАННЫЕ СЕРЕБРОМ, ПОЛУОБРАБОТАННЫЕ"
710700,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, ПЛАКИРОВАННЫЕ СЕРЕБРОМ, ПОЛУОБРАБОТАННЫЕ"
71070000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, ПЛАКИРОВАННЫЕ СЕРЕБРОМ, ПОЛУОБРАБОТАННЫЕ"
7107000000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, ПЛАКИРОВАННЫЕ СЕРЕБРОМ, ПОЛУОБРАБОТАННЫЕ"
7108,"ЗОЛОТО (ВКЛЮЧАЯ ЗОЛОТО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ПЛАТИНЫ) НЕОБРАБОТАННОЕ ИЛИ ПОЛУОБРАБОТАННОЕ, ИЛИ В ВИДЕ ПОРОШКА"
710811,"ПОРОШОК ИЗ ЗОЛОТА, НЕ ИСПОЛЬЗУЕМОГО ДЛЯ ЧЕКАНКИ МОНЕТ"
71081100,"ПОРОШОК ИЗ ЗОЛОТА, НЕ ИСПОЛЬЗУЕМОГО ДЛЯ ЧЕКАНКИ МОНЕТ"
7108110000,"ПОРОШОК ИЗ ЗОЛОТА, НЕ ИСПОЛЬЗУЕМОГО ДЛЯ ЧЕКАНКИ МОНЕТ"
710812,ЗОЛОТО В ПРОЧИХ НЕОБРАБОТАННЫХ ФОРМАХ
71081200,ЗОЛОТО В ПРОЧИХ НЕОБРАБОТАННЫХ ФОРМАХ
7108120001,"ЗОЛОТО В ПРОЧИХ НЕОБРАБОТАННЫХ ФОРМАХ, В СЛИТКАХ С СОДЕРЖАНИЕМ НЕ МЕНЕЕ 995 ЧАСТЕЙ ЗОЛОТА НА 1000 ЧАСТЕЙ СПЛАВА"
7108120009,"ЗОЛОТО В ПРОЧИХ НЕОБРАБОТАННЫХ ФОРМАХ, ПРОЧЕЕ"
710813,"ЗОЛОТО, НЕ ИСПОЛЬЗУЕМОЕ ДЛЯ ЧЕКАНКИ МОНЕТ, В ПРОЧИХ ПОЛУОБРАБОТАННЫХ ФОРМАХ"
71081310,"ЗОЛОТО В ПРОЧИХ ПОЛУОБРАБОТАННЫХ ФОРМАХ - ПРУТКИ, ПРОВОЛОКА И ПРОФИЛИ;   ПЛАСТИНЫ, ЛИСТЫ И ПОЛОСЫ ТОЛЩИНОЙ БОЛЕЕ 0,15 ММ, НЕ СЧИТАЯ ЛЮБОЙ ОСНОВЫ"
7108131000,"ЗОЛОТО В ПРОЧИХ ПОЛУОБРАБОТАННЫХ ФОРМАХ - ПРУТКИ, ПРОВОЛОКА И ПРОФИЛИ;   ПЛАСТИНЫ, ЛИСТЫ И ПОЛОСЫ ТОЛЩИНОЙ БОЛЕЕ 0,15 ММ, НЕ СЧИТАЯ ЛЮБОЙ ОСНОВЫ"
71081380,"ЗОЛОТО ПРОЧЕЕ НЕОБРАБОТАННОЕ ИЛИ ПОЛУОБРАБОТАННОЕ, ИЛИ В ВИДЕ ПОРОШКА"
7108138000,"ЗОЛОТО ПРОЧЕЕ НЕОБРАБОТАННОЕ ИЛИ ПОЛУОБРАБОТАННОЕ, ИЛИ В ВИДЕ ПОРОШКА"
710820,"ЗОЛОТО, ИСПОЛЬЗУЕМОЕ ДЛЯ ЧЕКАНКИ МОНЕТ"
71082000,"ЗОЛОТО, ИСПОЛЬЗУЕМОЕ ДЛЯ ЧЕКАНКИ МОНЕТ"
7108200001,"ЗОЛОТО, ИСПОЛЬЗУЕМОЕ ДЛЯ ЧЕКАНКИ МОНЕТ, В СЛИТКАХ С СОДЕРЖАНИЕМ 995 ЧАСТЕЙ ЗОЛОТА НА 1000 ЧАСТЕЙ СПЛАВА"
7108200009,"ЗОЛОТО, ИСПОЛЬЗУЕМОЕ ДЛЯ ЧЕКАНКИ МОНЕТ, ПРОЧЕЕ"
7109,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ ИЛИ СЕРЕБРО, ПЛАКИРОВАННЫЕ ЗОЛОТОМ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
710900,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ ИЛИ СЕРЕБРО, ПЛАКИРОВАННЫЕ ЗОЛОТОМ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
71090000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ ИЛИ СЕРЕБРО, ПЛАКИРОВАННЫЕ ЗОЛОТОМ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
7109000000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ ИЛИ СЕРЕБРО, ПЛАКИРОВАННЫЕ ЗОЛОТОМ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
7110,"ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ ПОЛУОБРАБОТАННАЯ, ИЛИ В ВИДЕ ПОРОШКА"
711011,ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ В ВИДЕ ПОРОШКА
71101100,ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ В ВИДЕ ПОРОШКА
7110110001,"ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ В ВИДЕ ПОРОШКА В СЛИТКАХ С СОДЕРЖАНИЕМ НЕ МЕНЕЕ 999,5 ЧАСТЕЙ ПЛАТИНЫ НА 1000 ЧАСТЕЙ СПЛАВА"
7110110009,"ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ В ВИДЕ ПОРОШКА, ПРОЧАЯ"
711019,ПЛАТИНА ПРОЧАЯ
71101910,"ПЛАТИНА ПРОЧАЯ,  ПРОВОЛОКА И ПРОФИЛИ; ПЛАСТИНЫ; ЛИСТЫ И ПОЛОСЫ ТОЛЩИНОЙ  БОЛЕЕ 0,15 ММ, НЕ СЧИТАЯ ОСНОВЫ"
7110191000,"ПЛАТИНА ПРОЧАЯ,  ПРОВОЛОКА И ПРОФИЛИ; ПЛАСТИНЫ; ЛИСТЫ И ПОЛОСЫ ТОЛЩИНОЙ  БОЛЕЕ 0,15 ММ, НЕ СЧИТАЯ ОСНОВЫ"
71101980,ПЛАТИНА ПРОЧАЯ
7110198000,ПЛАТИНА ПРОЧАЯ
7110198001,"ПЛАТИНА: ТРУБЫ, ТРУБКИ И ПУСТОТЕЛЫЕ БОЛВАНКИ; ТОНКИЕ ЛИСТЫ И ПОЛОСЫ (ФОЛЬГА) ТОЛЩИНОЙ НЕ БОЛЕЕ 0,15 ММ, НЕ СЧИТАЯ ЛЮБОЙ ОСНОВЫ"
7110198009,ПЛАТИНА ПРОЧАЯ
711021,ПАЛЛАДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА
71102100,ПАЛЛАДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА
7110210001,"ПАЛЛАДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА, В СЛИТКАХ С СОДЕРЖАНИЕМ НЕ МЕНЕЕ 999,5 ЧАСТЕЙ ПАЛЛАДИЯ НА 1000 ЧАСТЕЙ СПЛАВА"
7110210009,"ПАЛЛАДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА, ПРОЧИЙ"
711029,"ПАЛЛАДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
71102900,"ПАЛЛАДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
7110290000,"ПАЛЛАДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
711031,РОДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА
71103100,РОДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА
7110310000,РОДИЙ НЕОБРАБОТАННЫЙ ИЛИ В ВИДЕ ПОРОШКА
711039,"РОДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
71103900,"РОДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
7110390000,"РОДИЙ ПРОЧИЙ, ПОЛУОБРАБОТАННЫЙ"
711041,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ НЕОБРАБОТАННЫЕ ИЛИ В ВИДЕ ПОРОШКА"
71104100,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ НЕОБРАБОТАННЫЕ ИЛИ В ВИДЕ ПОРОШКА"
7110410000,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ НЕОБРАБОТАННЫЕ ИЛИ В ВИДЕ ПОРОШКА"
711049,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ ПРОЧИЕ, ПОЛУОБРАБОТАННЫЕ"
71104900,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ ПРОЧИЕ, ПОЛУОБРАБОТАННЫЕ"
7110490000,"ИРИДИЙ, ОСМИЙ И РУТЕНИЙ ПРОЧИЕ, ПОЛУОБРАБОТАННЫЕ"
